CodigoCliente;Titulo;PrimeiroNome;UltimoNome;Idade;Sexo;Endereco;Cidade;UFCompleto;CEP;Pais;PaisCompleto;Email;RendaMensal;PercentualUtilizacaoLimite;QtdTransacoesNegadas;AnosDeRelacionamentoBanco;JaUsouChequeEspecial;QtdEmprestimos;NumeroAtendimentos;TMA;IndiceSatisfacao;Saldo;CLTV;CanalPref;Churn;UF;mail_domain
923;Sr.;Marcos;Pinto;37;Masculino;Rua 6 955;Goiânia;Goiás;74475-337;BR;Brazil;MarcosOliveiraPinto@superrito.com;3791;0.28;4;20;0;3;1;3;4;9446;72;Push;0;GO;superrito.com
924;Sr.;Luís;Souza;65;Masculino;Rua 120 940;Valparaíso de Goiás;Goiás;72872-417;BR;Brazil;LuisDiasSouza@armyspy.com;3185;0.44;15;5;1;2;3;5;5;9403;37;Push;0;GO;armyspy.com
925;Sr.;Vitór;Barbosa;22;Masculino;Rua Treze 377;Varginha;Minas Gerais;37036-240;BR;Brazil;VitorSantosBarbosa@fleckens.hu;8775;0.24;15;2;1;1;3;7;5;8994;59;Ligacao;0;MG;fleckens.hu
926;Sra.;Bianca;Oliveira;50;Feminino;Rua Rio de Janeiro 312;Caxias do Sul;Rio Grande do Sul;95050-410;BR;Brazil;BiancaCarvalhoOliveira@rhyta.com;5462;0.28;11;17;0;5;3;4;5;2350;41;Email;0;RS;rhyta.com
927;Sr.;Carlos;Lima;34;Masculino;Avenida Mamede Paes Mendonça 1666;Aracaju;Sergipe;49010-620;BR;Brazil;CarlosCastroLima@armyspy.com;7700;0.83;14;2;0;3;18;123;0;9432;36;SMS;1;SE;armyspy.com
928;Sr.;Luan;Gomes;26;Masculino;Rua João Dias 1325;Manaus;Amazonas;69068-550;BR;Brazil;LuanBarbosaGomes@armyspy.com;8571;0.15;6;3;1;4;2;7;5;7782;44;Push;0;AM;armyspy.com
929;Sr.;Nicolas;Silva;34;Masculino;Rua Rio Parreiras 864;Nova Iguaçu;Rio de Janeiro;26062-175;BR;Brazil;NicolasRibeiroSilva@fleckens.hu;6913;0.31;14;11;0;3;3;0;5;4897;59;Email;0;RJ;fleckens.hu
930;Sra.;Julia;Almeida;36;Feminino;Rua Onze 1192;Uberlândia;Minas Gerais;38407-450;BR;Brazil;JuliaSouzaAlmeida@gustr.com;5516;0.16;10;2;0;1;2;0;5;1380;51;Push;0;MG;gustr.com
931;Sra.;Livia;Fernandes;56;Feminino;Rua Dez 1110;Gravataí;Rio Grande do Sul;94160-300;BR;Brazil;LiviaSouzaFernandes@rhyta.com;9610;0.46;4;17;0;0;1;3;5;7407;79;SMS;0;RS;rhyta.com
932;Sra.;Bianca;Melo;35;Feminino;Quadra Quadra QR 301 Conjunto G 895;Santa Maria;Distrito Federal;72501-507;BR;Brazil;BiancaFernandesMelo@dayrep.com;5747;0.23;15;9;0;3;3;0;4;9662;63;Push;0;DF;dayrep.com
933;Sr.;Eduardo;Souza;27;Masculino;Travessa Emília Carvalho Silva 1347;Teófilo Otoni;Minas Gerais;39800-190;BR;Brazil;EduardoCunhaSouza@dayrep.com;4236;0.19;13;15;1;0;2;6;4;1766;48;SMS;0;MG;dayrep.com
934;Sra.;Bruna;Barros;59;Feminino;Rua Dona Ana Franco 366;São Paulo;São Paulo;03088-020;BR;Brazil;BrunaRibeiroBarros@dayrep.com;3626;0.36;4;9;0;4;3;5;4;1635;32;Push;0;SP;dayrep.com
935;Sr.;Arthur;Fernandes;26;Masculino;Rua Baldim 1588;Sete Lagoas;Minas Gerais;35702-078;BR;Brazil;ArthurPereiraFernandes@rhyta.com;9349;0.89;6;2;1;0;45;32;3;742;59;Ligacao;1;MG;rhyta.com
936;Sr.;Tomás;Goncalves;46;Masculino;Quadra 709 Sul Alameda 6 1228;Palmas;Tocantins;77017-136;BR;Brazil;TomasBarrosGoncalves@dayrep.com;9253;0.1;8;0;0;3;3;4;4;2751;90;Ligacao;0;TO;dayrep.com
937;Sr.;Daniel;Alves;64;Masculino;Rua Doutor Antônio de Souza Ferreira 419;Juiz de Fora;Minas Gerais;36050-370;BR;Brazil;DanielGomesAlves@teleworm.us;6087;0.92;4;18;0;5;48;60;0;2940;86;Ligacao;1;MG;teleworm.us
938;Sra.;Ana;Rodrigues;29;Feminino;Rua Professora Elza Orsi Avalone 1174;Tatuí;São Paulo;18276-760;BR;Brazil;AnaBarrosRodrigues@teleworm.us;5012;0.93;4;10;0;2;47;133;1;9914;49;Email;1;SP;teleworm.us
939;Sra.;Letícia;Costa;25;Feminino;Rua Ricardo de Mello 114;São Paulo;São Paulo;02805-180;BR;Brazil;LeticiaAlvesCosta@teleworm.us;5848;0.81;1;4;0;3;26;55;3;8727;55;Push;1;SP;teleworm.us
940;Sra.;Nicole;Barbosa;50;Feminino;Rua Eponina de Souza Sena 392;Mauá;São Paulo;09340-485;BR;Brazil;NicoleMeloBarbosa@fleckens.hu;3518;0.98;15;11;0;5;50;61;1;7391;75;SMS;1;SP;fleckens.hu
941;Sra.;Sofia;Barbosa;32;Feminino;Rua Inês Monteiro 236;São Paulo;São Paulo;03568-030;BR;Brazil;SofiaFerreiraBarbosa@einrot.com;9859;0.41;14;1;0;3;1;8;4;1059;34;Push;0;SP;einrot.com
942;Sr.;Victor;Alves;41;Masculino;Rua Niza Marquez Guarita 596;Uberaba;Minas Gerais;38055-026;BR;Brazil;VictorSantosAlves@gustr.com;9648;0.91;11;0;0;0;24;165;3;1321;45;Push;1;MG;gustr.com
943;Sra.;Beatriz;Rodrigues;57;Feminino;Rua Campo Grande 843;Campinas;São Paulo;13050-150;BR;Brazil;BeatrizAzevedoRodrigues@dayrep.com;9791;0.88;7;2;0;5;29;108;3;3952;51;Ligacao;1;SP;dayrep.com
944;Sr.;Caio;Barros;34;Masculino;Rua do Imbu 1259;Londrina;Paraná;86035-350;BR;Brazil;CaioLimaBarros@rhyta.com;9325;1.0;8;20;0;4;24;81;1;656;42;Push;1;PR;rhyta.com
945;Sra.;Carolina;Carvalho;62;Feminino;Rua Vinte e Cinco de Abril 652;Juazeiro do Norte;Ceará;63050-840;BR;Brazil;CarolinaCostaCarvalho@jourrapide.com;6158;0.25;13;13;0;2;1;3;4;6772;30;Ligacao;0;CE;jourrapide.com
946;Sr.;Vinícius;Lima;49;Masculino;Rua Júlio Braido 471;Mogi-Guaçu;São Paulo;13844-276;BR;Brazil;ViniciusSouzaLima@armyspy.com;8127;0.37;3;17;0;2;2;1;5;7237;56;Push;0;SP;armyspy.com
947;Sr.;Luan;Souza;23;Masculino;Rua Nilo Conceição Cabral 1803;Marília;São Paulo;17522-630;BR;Brazil;LuanAlvesSouza@fleckens.hu;3051;0.47;13;17;0;4;1;5;5;8706;40;Email;0;SP;fleckens.hu
948;Sr.;Breno;Ferreira;18;Masculino;Rua Jorge Luís da Silva 937;Niterói;Rio de Janeiro;24110-730;BR;Brazil;BrenoMeloFerreira@superrito.com;5030;0.87;5;9;1;1;16;169;2;7512;66;SMS;1;RJ;superrito.com
949;Sra.;Alice;Melo;28;Feminino;Passagem Ceará 865;Belém;Pará;66070-070;BR;Brazil;AliceSouzaMelo@gustr.com;5634;1.0;9;9;0;4;49;123;2;179;79;Email;1;PA;gustr.com
950;Sra.;Fernanda;Gomes;29;Feminino;Rua Sérgio Bernardino 1430;Rio de Janeiro;Rio de Janeiro;23535-135;BR;Brazil;FernandaCarvalhoGomes@superrito.com;5173;0.24;3;11;1;1;1;1;4;4723;57;SMS;0;RJ;superrito.com
951;Sra.;Tânia;Souza;65;Feminino;Rua Jaime Costa 187;Curitiba;Paraná;80220-370;BR;Brazil;TaniaDiasSouza@armyspy.com;3951;0.4;15;8;0;0;2;1;4;5655;87;Email;0;PR;armyspy.com
952;Sra.;Luiza;Correia;27;Feminino;Rua 38 372;Manaus;Amazonas;69095-260;BR;Brazil;LuizaSilvaCorreia@dayrep.com;6502;0.88;7;8;0;4;46;118;3;1752;83;Ligacao;1;AM;dayrep.com
953;Sr.;Caio;Martins;33;Masculino;Rua Piauí 1949;Vila Velha;Espírito Santo;29119-180;BR;Brazil;CaioPereiraMartins@cuvox.de;4189;0.12;1;19;0;0;2;7;4;1208;30;Push;0;ES;cuvox.de
954;Sr.;Renan;Pinto;42;Masculino;Rua Icarai 1964;Aparecida de Goiânia;Goiás;74970-160;BR;Brazil;RenanCostaPinto@armyspy.com;9151;0.32;1;5;0;2;2;2;4;2157;30;SMS;0;GO;armyspy.com
955;Sra.;Evelyn;Pereira;48;Feminino;2ª Travessa Padre Ramalho 1523;Natal;Rio Grande do Norte;59070-026;BR;Brazil;EvelynFerreiraPereira@gustr.com;8141;0.01;7;20;1;2;2;1;4;8435;89;SMS;0;RN;gustr.com
956;Sra.;Luiza;Costa;26;Feminino;Conjunto Urbis 78;Ilhéus;Bahia;45656-520;BR;Brazil;LuizaSousaCosta@einrot.com;9876;0.42;8;11;0;3;3;1;4;8138;46;Ligacao;0;BA;einrot.com
957;Sr.;Diogo;Fernandes;35;Masculino;Rua Euclides Temóteo 1064;Caucaia;Ceará;61624-520;BR;Brazil;DiogoGoncalvesFernandes@einrot.com;3681;0.47;1;18;0;0;2;1;4;5392;36;Ligacao;0;CE;einrot.com
958;Sra.;Isabelle;Araujo;54;Feminino;Rua Osvaldo Ribeiro Soares 33;Araçatuba;São Paulo;16070-145;BR;Brazil;IsabelleCardosoAraujo@cuvox.de;5800;0.81;4;12;1;0;33;84;3;3277;82;Ligacao;1;SP;cuvox.de
959;Sr.;Felipe;Carvalho;23;Masculino;Rua Eduardo A. Felipe 1929;Apucarana;Paraná;86807-220;BR;Brazil;FelipeRochaCarvalho@armyspy.com;6763;0.33;14;1;0;5;3;7;4;4180;55;Push;0;PR;armyspy.com
960;Sr.;Kauan;Costa;31;Masculino;Rua Cabugi 593;Natal;Rio Grande do Norte;59064-060;BR;Brazil;KauanFernandesCosta@rhyta.com;6746;1.0;8;7;0;3;32;109;1;4345;75;Ligacao;1;RN;rhyta.com
961;Sr.;Vinícius;Rocha;35;Masculino;Rua Paulo de Carvalho 928;São Carlos;São Paulo;13568-778;BR;Brazil;ViniciusBarbosaRocha@fleckens.hu;6459;0.9;13;13;0;4;16;65;2;1452;37;SMS;1;SP;fleckens.hu
962;Sr.;Estevan;Costa;61;Masculino;Rua A-77 389;Rondonópolis;Mato Grosso;78735-179;BR;Brazil;EstevanSantosCosta@dayrep.com;5392;0.32;4;8;0;3;3;5;4;5200;35;SMS;0;MT;dayrep.com
963;Sra.;Evelyn;Costa;66;Feminino;Travessa Q-64 39;Paulista;Pernambuco;53443-760;BR;Brazil;EvelynOliveiraCosta@gustr.com;8954;0.85;5;10;0;0;41;82;1;8212;72;SMS;1;PE;gustr.com
964;Sr.;Kauã;Melo;35;Masculino;Rua Antero Petri 720;Pato Branco;Paraná;85506-380;BR;Brazil;KauaSouzaMelo@teleworm.us;7787;0.29;13;13;0;0;2;1;4;3822;83;Email;0;PR;teleworm.us
965;Sr.;Pedro;Cavalcanti;66;Masculino;Rua Evandro V. de Lima 1792;Campina Grande;Paraíba;58105-669;BR;Brazil;PedroCostaCavalcanti@superrito.com;3961;0.22;2;5;0;5;3;0;5;3189;55;Ligacao;0;PB;superrito.com
966;Sr.;Danilo;Oliveira;25;Masculino;Rua Irene dos Santos 1450;Queimados;Rio de Janeiro;26343-490;BR;Brazil;DaniloDiasOliveira@superrito.com;4240;1.0;3;18;0;2;11;157;2;9585;58;SMS;1;RJ;superrito.com
967;Sr.;Luiz;Sousa;32;Masculino;Rua Manoel Aquino 362;Paulista;Pernambuco;53437-430;BR;Brazil;LuizDiasSousa@dayrep.com;9043;0.23;10;1;0;1;3;2;4;4192;45;Ligacao;0;PE;dayrep.com
968;Sr.;Vitór;Carvalho;30;Masculino;Rua dos Nhambiquaras 296;Campinas;São Paulo;13081-450;BR;Brazil;VitorFernandesCarvalho@teleworm.us;9897;0.8;2;7;1;4;10;36;3;3726;38;Ligacao;1;SP;teleworm.us
969;Sr.;Gabriel;Correia;30;Masculino;Rua Comendador Joaquim Alves 690;Anápolis;Goiás;75110-130;BR;Brazil;GabrielCostaCorreia@einrot.com;9851;0.13;5;9;0;2;3;8;4;2589;87;SMS;0;GO;einrot.com
970;Sra.;Marina;Ferreira;33;Feminino;Rua Joaquim Mendonça 61;São Bernardo do Campo;São Paulo;09812-550;BR;Brazil;MarinaFernandesFerreira@cuvox.de;9385;0.31;8;0;1;2;2;6;4;7959;46;Ligacao;0;SP;cuvox.de
971;Dr.;Pedro;Melo;38;Masculino;Rua Padre Herculano José de Brito 674;Gravatá;Pernambuco;55643-410;BR;Brazil;PedroBarbosaMelo@jourrapide.com;9354;0.42;9;6;1;3;2;7;5;7895;40;SMS;0;PE;jourrapide.com
972;Sr.;Vitór;Fernandes;44;Masculino;Estrada da Serra 258;Mogi das Cruzes;São Paulo;08770-620;BR;Brazil;VitorMartinsFernandes@jourrapide.com;7499;0.17;12;0;0;0;1;4;4;7763;42;Ligacao;0;SP;jourrapide.com
973;Sr.;Arthur;Rodrigues;40;Masculino;Rua Durval Nunes 1093;Rio de Janeiro;Rio de Janeiro;23073-510;BR;Brazil;ArthurSouzaRodrigues@superrito.com;5538;0.17;10;16;0;2;2;7;5;8143;84;Email;0;RJ;superrito.com
974;Sr.;Rodrigo;Pereira;55;Masculino;Rua Dez 654;Hortolândia;São Paulo;13183-414;BR;Brazil;RodrigoCavalcantiPereira@superrito.com;7564;0.97;4;8;0;0;30;127;3;8762;46;SMS;1;SP;superrito.com
975;Sra.;Mariana;Goncalves;40;Feminino;Rua Itiji Iwamoto 430;Goiânia;Goiás;74413-295;BR;Brazil;MarianaAlvesGoncalves@gustr.com;6650;1.0;0;1;0;3;14;167;3;9183;86;Push;1;GO;gustr.com
976;Sr.;Diego;Melo;55;Masculino;Rua Abílio Nunes 1212;Lages;Santa Catarina;88523-440;BR;Brazil;DiegoRodriguesMelo@dayrep.com;8153;0.07;2;12;0;4;3;2;4;3317;49;Email;0;SC;dayrep.com
977;Sr.;Daniel;Dias;51;Masculino;Rua Guilherme Flessati 1303;Jacareí;São Paulo;12316-240;BR;Brazil;DanielMeloDias@jourrapide.com;6494;0.29;2;3;0;2;2;2;4;1521;57;Push;0;SP;jourrapide.com
978;Sr.;Diego;Costa;48;Masculino;Passeio Visconde de Itaboraí 1502;Pelotas;Rio Grande do Sul;96060-690;BR;Brazil;DiegoGomesCosta@jourrapide.com;6571;1.0;14;15;0;2;49;84;3;8001;48;Push;1;RS;jourrapide.com
979;Sr.;Kauan;Sousa;27;Masculino;Rua Luiz Cláudio dos Santos Gual 890;Ribeirão Preto;São Paulo;14056-580;BR;Brazil;KauanDiasSousa@cuvox.de;3264;0.11;10;3;1;4;2;3;5;9397;77;SMS;0;SP;cuvox.de
980;Sr.;Ryan;Melo;54;Masculino;Rua Rio de Janeiro 672;Rio Branco;Acre;69908-695;BR;Brazil;RyanCavalcantiMelo@armyspy.com;6373;0.96;2;9;0;2;33;125;2;5073;36;Email;1;AC;armyspy.com
981;Sra.;Ana;Pinto;54;Feminino;Rua Duclea Martins Policarpo 1929;São Gonçalo;Rio de Janeiro;24735-845;BR;Brazil;AnaBarrosPinto@gustr.com;9566;0.36;9;6;0;3;1;2;4;8292;82;Email;0;RJ;gustr.com
982;Sra.;Carolina;Correia;37;Feminino;Rua Luís Carlos Spinola Castro 508;São José do Rio Preto;São Paulo;15085-510;BR;Brazil;CarolinaAzevedoCorreia@gustr.com;7430;0.93;11;4;1;3;19;198;1;6283;72;Push;1;SP;gustr.com
983;Sr.;Douglas;Goncalves;63;Masculino;Rua Engenheiro Ramon Azurza 960;São Vicente;São Paulo;11370-380;BR;Brazil;DouglasMartinsGoncalves@armyspy.com;8549;0.8;9;4;0;3;26;48;2;5006;83;Push;1;SP;armyspy.com
984;Sr.;Guilherme;Barbosa;45;Masculino;Rua Alberto Zandoni 66;São Paulo;São Paulo;02802-041;BR;Brazil;GuilhermeAraujoBarbosa@gustr.com;4791;0.48;12;7;0;2;1;4;5;3392;44;Push;0;SP;gustr.com
985;Sra.;Bianca;Cunha;27;Feminino;Rua Projetada Um 520;Rio de Janeiro;Rio de Janeiro;21862-630;BR;Brazil;BiancaFernandesCunha@fleckens.hu;3527;1.0;12;10;0;2;46;87;3;3728;65;Ligacao;1;RJ;fleckens.hu
986;Sra.;Isabela;Pinto;35;Feminino;Praça Dezenove de Maio 357;Hortolândia;São Paulo;13186-216;BR;Brazil;IsabelaSousaPinto@armyspy.com;9963;0.16;11;10;0;1;3;3;5;861;32;Ligacao;0;SP;armyspy.com
987;Sra.;Giovanna;Rodrigues;43;Feminino;Rua Pedro Antônio Ramirez 1019;Lençóis Paulista;São Paulo;18686-180;BR;Brazil;GiovannaCastroRodrigues@fleckens.hu;6007;0.32;5;17;0;5;2;4;5;5225;60;Push;0;SP;fleckens.hu
988;Sr.;Kauê;Pinto;20;Masculino;Travessa da Campina 1915;Natal;Rio Grande do Norte;59054-250;BR;Brazil;KaueCavalcantiPinto@jourrapide.com;8171;0.42;5;17;0;4;3;3;4;4678;67;Push;0;RN;jourrapide.com
989;Sra.;Larissa;Barros;58;Feminino;Rua João Antônio Sanches 1584;Bragança Paulista;São Paulo;12914-271;BR;Brazil;LarissaAlmeidaBarros@dayrep.com;6150;0.25;5;8;0;3;1;7;5;135;39;Push;0;SP;dayrep.com
990;Sra.;Gabriela;Ferreira;57;Feminino;Rua João Jacinto Gauer 764;Santa Maria;Rio Grande do Sul;97043-805;BR;Brazil;GabrielaCardosoFerreira@rhyta.com;4167;0.31;9;2;0;0;3;1;4;9078;38;Push;0;RS;rhyta.com
991;Sra.;Leila;Dias;43;Feminino;Viela 2 650;Goiânia;Goiás;74770-412;BR;Brazil;LeilaPintoDias@armyspy.com;5327;0.99;4;9;0;0;28;67;1;9730;62;SMS;1;GO;armyspy.com
992;Sr.;Thiago;Silva;46;Masculino;Rua Francisco Braga 1645;Japeri;Rio de Janeiro;26423-370;BR;Brazil;ThiagoMeloSilva@jourrapide.com;8606;0.04;6;8;0;4;1;0;5;806;36;Email;0;RJ;jourrapide.com
993;Sra.;Carolina;Pereira;65;Feminino;Rua Costa e Silva 1409;Candeias;Bahia;43810-170;BR;Brazil;CarolinaCastroPereira@fleckens.hu;3566;0.19;0;18;0;1;3;5;4;8695;83;Push;0;BA;fleckens.hu
994;Sra.;Larissa;Correia;18;Feminino;Quadra QR 021 1637;Planaltina de Goiás;Goiás;73754-021;BR;Brazil;LarissaCastroCorreia@gustr.com;3203;0.98;4;3;0;3;50;154;1;4163;75;Ligacao;1;GO;gustr.com
995;Sra.;Isabela;Pinto;49;Feminino;Rua Professor José Leobino dos Santos 1790;Caruaru;Pernambuco;55030-065;BR;Brazil;IsabelaPereiraPinto@rhyta.com;8234;0.33;4;9;0;5;1;1;4;3352;66;Ligacao;0;PE;rhyta.com
996;Sr.;Carlos;Rocha;34;Masculino;Rua Atleta Pato Preto 942;Teresina;Piauí;64005-330;BR;Brazil;CarlosCarvalhoRocha@gustr.com;7419;0.9;11;9;0;4;44;142;3;6235;86;Email;1;PI;gustr.com
997;Sra.;Lara;Araujo;55;Feminino;Rua Maurílio Soares de Almeida 1904;São José do Rio Preto;São Paulo;15043-210;BR;Brazil;LaraPereiraAraujo@dayrep.com;5569;0.89;13;19;1;4;18;44;3;8482;43;Email;1;SP;dayrep.com
998;Sra.;Sophia;Gomes;41;Feminino;Rua Luiz Bacarini 1227;São João Del Rei;Minas Gerais;36307-368;BR;Brazil;SophiaCunhaGomes@rhyta.com;7458;0.89;14;18;0;2;37;173;2;2120;52;Ligacao;1;MG;rhyta.com
999;Dr.;Sofia;Melo;20;Feminino;Rua Ricardo Lopes 626;Campo Grande;Mato Grosso do Sul;79074-047;BR;Brazil;SofiaCarvalhoMelo@armyspy.com;9624;0.13;4;7;0;4;3;2;5;6868;55;Ligacao;0;MS;armyspy.com
1000;Sra.;Rafaela;Barbosa;49;Feminino;Rua Vera Cruz 1847;São Paulo;São Paulo;04750-020;BR;Brazil;RafaelaGoncalvesBarbosa@cuvox.de;7229;0.98;9;5;0;5;38;89;1;708;64;Push;1;SP;cuvox.de
1001;Sra.;Yasmin;Carvalho;47;Feminino;Rua José Teixeira Filho 626;Divinópolis;Minas Gerais;35502-244;BR;Brazil;YasminSousaCarvalho@gustr.com;4907;0.86;0;9;0;2;21;129;0;5891;45;Push;1;MG;gustr.com
1002;Sra.;Giovana;Correia;36;Feminino;Rua Thome Teixeira Vilela 1991;São Caetano do Sul;São Paulo;09581-230;BR;Brazil;GiovanaCarvalhoCorreia@teleworm.us;8900;0.15;3;16;0;1;1;4;4;6105;77;Push;0;SP;teleworm.us
1003;Sra.;Sarah;Almeida;45;Feminino;Vila Primeiro de Maio 782;Fortaleza;Ceará;60541-360;BR;Brazil;SarahPintoAlmeida@superrito.com;8969;0.48;1;14;1;0;2;3;4;7344;54;Push;0;CE;superrito.com
1004;Sr.;Cauã;Cardoso;39;Masculino;Rua João Ludovice 240;São Paulo;São Paulo;04802-153;BR;Brazil;CauaRibeiroCardoso@gustr.com;6715;0.93;7;10;0;2;39;106;2;7278;69;Ligacao;1;SP;gustr.com
1005;Sr.;Tiago;Oliveira;53;Masculino;Rua Victor Schmidt 661;São José;Santa Catarina;88104-526;BR;Brazil;TiagoRodriguesOliveira@einrot.com;4256;0.84;14;15;1;0;24;123;1;5741;57;SMS;1;SC;einrot.com
1006;Sra.;Giovanna;Castro;47;Feminino;Rua Fernando Barbosa de Melo 882;Campina Grande;Paraíba;58105-125;BR;Brazil;GiovannaSouzaCastro@fleckens.hu;7943;0.21;6;16;0;1;1;2;5;9016;40;Ligacao;0;PB;fleckens.hu
1007;Sr.;Luan;Pereira;53;Masculino;Rua Ivaí 15;Betim;Minas Gerais;32610-120;BR;Brazil;LuanCostaPereira@armyspy.com;4657;0.01;15;4;1;5;1;2;4;9170;68;Push;0;MG;armyspy.com
1008;Sra.;Livia;Costa;43;Feminino;Rua Monsenhor Landim 547;São Paulo;São Paulo;02861-170;BR;Brazil;LiviaMeloCosta@fleckens.hu;7783;0.92;3;6;0;2;32;181;3;2658;68;Ligacao;1;SP;fleckens.hu
1009;Sra.;Julieta;Fernandes;21;Feminino;Rua F 728;Hortolândia;São Paulo;13185-207;BR;Brazil;JulietaRibeiroFernandes@dayrep.com;6582;0.86;9;8;0;0;48;73;1;1378;66;Ligacao;1;SP;dayrep.com
1010;Sra.;Júlia;Rocha;59;Feminino;Rua Isolina Alves 1755;São Gonçalo;Rio de Janeiro;24435-640;BR;Brazil;JuliaMeloRocha@teleworm.us;9278;0.33;14;5;0;5;3;0;5;2096;46;Push;0;RJ;teleworm.us
1011;Sr.;Rodrigo;Dias;24;Masculino;Rua Irmã Elizabeth Cunha 120;Barbacena;Minas Gerais;36202-460;BR;Brazil;RodrigoPintoDias@einrot.com;7541;0.95;9;7;0;2;30;68;0;907;68;SMS;1;MG;einrot.com
1012;Sra.;Ana;Goncalves;24;Feminino;Rua Edir Matos 1030;Macaé;Rio de Janeiro;27945-510;BR;Brazil;AnaAzevedoGoncalves@cuvox.de;6144;0.17;13;7;0;0;1;5;5;8819;44;Ligacao;0;RJ;cuvox.de
1013;Sr.;Davi;Correia;38;Masculino;Beco Quatro 439;Porto Alegre;Rio Grande do Sul;91420-010;BR;Brazil;DaviSantosCorreia@dayrep.com;8261;0.22;9;15;0;3;2;0;4;475;53;Email;0;RS;dayrep.com
1014;Sr.;Douglas;Pereira;62;Masculino;Vila Ana Nilza 533;Fortaleza;Ceará;60840-080;BR;Brazil;DouglasRibeiroPereira@dayrep.com;8072;0.05;4;18;1;1;1;7;5;3667;52;Email;0;CE;dayrep.com
1015;Sr.;Lucas;Pinto;31;Masculino;Estrada Santo de André 486;Santana de Parnaíba;São Paulo;06514-001;BR;Brazil;LucasAzevedoPinto@superrito.com;6123;0.88;8;8;0;1;23;131;3;9147;71;Email;1;SP;superrito.com
1016;Sra.;Carla;Lima;54;Feminino;Rua Joaquim Francisco Ferreira 1315;Cataguases;Minas Gerais;36773-119;BR;Brazil;CarlaSousaLima@einrot.com;8720;0.8;12;14;1;2;35;93;0;9560;89;Ligacao;1;MG;einrot.com
1017;Sra.;Evelyn;Sousa;42;Feminino;Rua Macaé 842;Recife;Pernambuco;50660-150;BR;Brazil;EvelynCorreiaSousa@superrito.com;6444;0.88;2;0;1;0;24;136;1;2261;82;Push;1;PE;superrito.com
1018;Sr.;Danilo;Almeida;41;Masculino;Rua José Tavares Anastácio 1926;Juazeiro do Norte;Ceará;63040-450;BR;Brazil;DaniloDiasAlmeida@rhyta.com;3840;0.29;13;2;0;0;3;1;5;7966;63;Push;0;CE;rhyta.com
1019;Sra.;Giovanna;Ribeiro;30;Feminino;Rua Professor Genaro Oliveira 1860;Tatuí;São Paulo;18271-740;BR;Brazil;GiovannaBarbosaRibeiro@jourrapide.com;3609;0.38;0;11;1;0;2;0;5;8491;41;Email;0;SP;jourrapide.com
1020;Sra.;Luana;Araujo;56;Feminino;Rua 4 831;Fortaleza;Ceará;60733-331;BR;Brazil;LuanaCorreiaAraujo@superrito.com;5025;1.0;5;4;0;1;21;164;3;6539;87;SMS;1;CE;superrito.com
1021;Sra.;Mariana;Pereira;61;Feminino;Travessa Luís Afonso F. de Araújo 1088;Castanhal;Pará;68746-240;BR;Brazil;MarianaAlmeidaPereira@teleworm.us;4280;0.33;2;19;0;3;3;2;5;2288;56;Push;0;PA;teleworm.us
1022;Sr.;Rodrigo;Silva;66;Masculino;Rua Terenas 333;Apucarana;Paraná;86812-427;BR;Brazil;RodrigoLimaSilva@cuvox.de;4187;0.44;4;12;0;2;3;0;5;6198;68;Ligacao;0;PR;cuvox.de
1023;Sra.;Luiza;Goncalves;47;Feminino;Praça Washington Luiz 1511;Fortaleza;Ceará;60441-830;BR;Brazil;LuizaPintoGoncalves@dayrep.com;3614;0.13;10;16;0;3;2;5;5;8433;50;Email;0;CE;dayrep.com
1024;Sra.;Fernanda;Araujo;50;Feminino;Rua Francisco Sebastião Borges 1058;Pindamonhangaba;São Paulo;12440-220;BR;Brazil;FernandaBarrosAraujo@armyspy.com;6286;0.88;4;4;0;1;17;80;0;4040;49;Ligacao;1;SP;armyspy.com
1025;Sr.;Eduardo;Goncalves;30;Masculino;Rua Padre Champagnat 550;Cascavel;Paraná;85812-060;BR;Brazil;EduardoRochaGoncalves@teleworm.us;6636;1.0;9;1;0;3;13;71;0;7210;72;SMS;1;PR;teleworm.us
1026;Sra.;Aline;Lima;35;Feminino;Rua Doutor Pedro Lemos 59;Teresina;Piauí;64017-685;BR;Brazil;AlineAzevedoLima@rhyta.com;8641;0.83;12;2;0;4;34;53;3;6226;82;Email;1;PI;rhyta.com
1027;Sra.;Sarah;Martins;30;Feminino;Rua Rio Argentina 1797;Olinda;Pernambuco;53350-640;BR;Brazil;SarahRodriguesMartins@superrito.com;3588;0.04;1;6;1;1;1;5;5;5335;86;Ligacao;0;PE;superrito.com
1028;Sr.;Vinícius;Rodrigues;18;Masculino;Rua Lituânia 648;Avaré;São Paulo;18707-390;BR;Brazil;ViniciusPereiraRodrigues@jourrapide.com;7740;1.0;9;14;0;2;10;146;1;3797;52;Push;1;SP;jourrapide.com
1029;Sra.;Camila;Pinto;37;Feminino;Rua 418 1671;Fortaleza;Ceará;60866-520;BR;Brazil;CamilaGomesPinto@gustr.com;5420;1.0;6;7;0;4;14;142;0;8542;89;Email;1;CE;gustr.com
1030;Sr.;Kauã;Melo;42;Masculino;Avenida Major Francisco Bueno Garcia Leme 1482;Pindamonhangaba;São Paulo;12425-070;BR;Brazil;KauaFernandesMelo@gustr.com;5598;0.83;9;12;0;0;44;127;3;7813;68;Email;1;SP;gustr.com
